"Date","Account","Category","Tags","Expense amount","Income amount","Currency","In main currency","Main currency","Description"
"Jun 16, 2014",现金,Unsorted,snack,200.00,0,CNY,200.00,CNY,
"Jun 17, 2014",现金,Unsorted,vehicle-oil,390.00,0,CNY,390.00,CNY,
"Jun 17, 2014",现金,default,meal,25.00,0,CNY,25.00,CNY,
"Jun 17, 2014",现金,default,meal,24.00,0,CNY,24.00,CNY,
"Jun 17, 2014",现金,Unsorted,snack,3.00,0,CNY,3.00,CNY,
"Jun 18, 2014",现金,Unsorted,people,"10,000.00",0,CNY,"10,000.00",CNY,邱爽 结婚
"Jun 18, 2014",现金,Unsorted,snack,13.50,0,CNY,13.50,CNY,
"Jun 18, 2014",现金,default,meal,17.00,0,CNY,17.00,CNY,
"Jun 19, 2014",现金,default,meal,19.00,0,CNY,19.00,CNY,
"Jun 19, 2014",现金,Unsorted,snack,11.00,0,CNY,11.00,CNY,
"Jun 19, 2014",现金,Unsorted,snack-coffee,22.00,0,CNY,22.00,CNY,
"Jun 20, 2014",现金,default,meal,27.00,0,CNY,27.00,CNY,
"Jun 20, 2014",现金,default,meal,15.00,0,CNY,15.00,CNY,
"Jun 21, 2014",现金,Unsorted,snack,31.00,0,CNY,31.00,CNY,
"Jun 21, 2014",现金,Unsorted,snack,3.00,0,CNY,3.00,CNY,
"Jun 21, 2014",现金,Unsorted,snack,18.00,0,CNY,18.00,CNY,
"Jun 21, 2014",现金,Unsorted,traffic-commute,52.00,0,CNY,52.00,CNY,
"Jun 21, 2014",现金,Unsorted,traffic-commute,50.00,0,CNY,50.00,CNY,
"Jun 22, 2014",现金,Unsorted,entertain,20.00,0,CNY,20.00,CNY,
"Jun 22, 2014",现金,Unsorted,snack,20.00,0,CNY,20.00,CNY,
"Jun 22, 2014",现金,Unsorted,art-book,307.00,0,CNY,307.00,CNY,
"Jun 22, 2014",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Jun 22, 2014",现金,Unsorted,dress,792.00,0,CNY,792.00,CNY,
"Jun 22, 2014",现金,default,meal,23.00,0,CNY,23.00,CNY,
"Jun 22, 2014",现金,Unsorted,art-music,95.00,0,CNY,95.00,CNY,
"Jun 23, 2014",现金,Unsorted,vehicle-road,5.00,0,CNY,5.00,CNY,
"Jun 23, 2014",现金,default,meal,21.00,0,CNY,21.00,CNY,
"Jun 23, 2014",现金,Unsorted,snack,338.00,0,CNY,338.00,CNY,
"Jun 23, 2014",现金,default,meal,17.00,0,CNY,17.00,CNY,
"Jun 24, 2014",现金,Unsorted,comm.-internet,18.00,0,CNY,18.00,CNY,
"Jun 24, 2014",现金,Unsorted,snack,7.00,0,CNY,7.00,CNY,
"Jun 24, 2014",现金,default,meal,28.00,0,CNY,28.00,CNY,
"Jun 24, 2014",现金,Unsorted,art-book,53.00,0,CNY,53.00,CNY,
"Jun 24, 2014",现金,Unsorted,comm.-internet,7.00,0,CNY,7.00,CNY,
"Jun 24, 2014",现金,Unsorted,snack,10.00,0,CNY,10.00,CNY,
"Jun 24, 2014",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Jun 24, 2014",现金,Unsorted,snack,65.00,0,CNY,65.00,CNY,
"Jun 25, 2014",现金,Unsorted,snack-coffee,37.00,0,CNY,37.00,CNY,
"Jun 25, 2014",现金,Unsorted,snack,10.00,0,CNY,10.00,CNY,
"Jun 25, 2014",现金,Unsorted,art-music,20.00,0,CNY,20.00,CNY,
"Jun 26, 2014",现金,Unsorted,house-commodity,20.00,0,CNY,20.00,CNY,
"Jun 26, 2014",现金,default,meal,17.00,0,CNY,17.00,CNY,
"Jun 27, 2014",现金,default,meal,100.00,0,CNY,100.00,CNY,
"Jun 27, 2014",现金,default,meal,90.00,0,CNY,90.00,CNY,
"Jun 27, 2014",现金,Unsorted,snack,16.00,0,CNY,16.00,CNY,
"Jun 27, 2014",现金,default,meal,30.00,0,CNY,30.00,CNY,
"Jun 29, 2014",现金,Unsorted,snack,29.00,0,CNY,29.00,CNY,
"Jun 29, 2014",现金,Unsorted,dress,207.00,0,CNY,207.00,CNY,
"Jun 29, 2014",现金,Unsorted,dress,600.00,0,CNY,600.00,CNY,
"Jun 29, 2014",现金,Unsorted,snack,30.00,0,CNY,30.00,CNY,
"Jun 29, 2014",现金,Unsorted,dress,879.00,0,CNY,879.00,CNY,
"Jun 30, 2014",现金,salary,salary,0,"15,000.00",CNY,"15,000.00",CNY,
"Jun 30, 2014",现金,Unsorted,vehicle-road,200.00,0,CNY,200.00,CNY,
"Jun 30, 2014",现金,Unsorted,snack,8.00,0,CNY,8.00,CNY,
"Jun 30, 2014",现金,default,meal,15.00,0,CNY,15.00,CNY,
"Jun 30, 2014",现金,default,meal,14.00,0,CNY,14.00,CNY,
"Jun 30, 2014",现金,Unsorted,snack,24.00,0,CNY,24.00,CNY,
"Jun 30, 2014",现金,Unsorted,vehicle-oil,300.00,0,CNY,300.00,CNY,
"Jun 30, 2014",现金,Unsorted,art-movie,160.00,0,CNY,160.00,CNY,
"Jul 1, 2014",现金,default,meal,151.00,0,CNY,151.00,CNY,
"Jul 1, 2014",现金,Unsorted,snack,18.00,0,CNY,18.00,CNY,
"Jul 1, 2014",现金,default,meal,18.00,0,CNY,18.00,CNY,
"Jul 1, 2014",现金,Unsorted,parent,"1,500.00",0,CNY,"1,500.00",CNY,
"Jul 1, 2014",现金,Unsorted,snack,218.00,0,CNY,218.00,CNY,
"Jul 2, 2014",现金,Unsorted,vehicle-road,100.00,0,CNY,100.00,CNY,
"Jul 2, 2014",现金,default,meal,17.00,0,CNY,17.00,CNY,
"Jul 3, 2014",现金,Unsorted,people,380.00,0,CNY,380.00,CNY,
"Jul 3, 2014",现金,Unsorted,snack,10.00,0,CNY,10.00,CNY,
"Jul 3, 2014",现金,default,meal,36.00,0,CNY,36.00,CNY,
"Jul 3, 2014",现金,default,meal,12.00,0,CNY,12.00,CNY,
"Jul 4, 2014",现金,default,meal,16.50,0,CNY,16.50,CNY,
"Jul 5, 2014",现金,Unsorted,snack,20.00,0,CNY,20.00,CNY,
"Jul 5, 2014",现金,Unsorted,snack,15.00,0,CNY,15.00,CNY,
"Jul 5, 2014",现金,Unsorted,snack-coffee,22.00,0,CNY,22.00,CNY,
"Jul 5, 2014",现金,Unsorted,vehicle-operating,35.00,0,CNY,35.00,CNY,
"Jul 6, 2014",现金,default,meal,265.00,0,CNY,265.00,CNY,
"Jul 6, 2014",现金,Unsorted,snack,90.00,0,CNY,90.00,CNY,
"Jul 7, 2014",现金,Unsorted,traffic-commute,50.00,0,CNY,50.00,CNY,
"Jul 7, 2014",现金,default,meal,12.00,0,CNY,12.00,CNY,
"Jul 7, 2014",现金,Unsorted,art-show,260.00,0,CNY,260.00,CNY,
"Jul 7, 2014",现金,Unsorted,snack,180.00,0,CNY,180.00,CNY,
"Jul 7, 2014",现金,default,meal,11.00,0,CNY,11.00,CNY,
"Jul 7, 2014",现金,Unsorted,snack,50.00,0,CNY,50.00,CNY,
"Jul 7, 2014",现金,Unsorted,snack,7.00,0,CNY,7.00,CNY,
"Jul 7, 2014",现金,Unsorted,entertain,20.00,0,CNY,20.00,CNY,
"Jul 8, 2014",现金,Unsorted,traffic-commute,60.00,0,CNY,60.00,CNY,
"Jul 8, 2014",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Jul 8, 2014",现金,default,meal,15.00,0,CNY,15.00,CNY,
"Jul 9, 2014",现金,default,meal,16.00,0,CNY,16.00,CNY,
"Jul 10, 2014",现金,Unsorted,CE-Mac,124.00,0,CNY,124.00,CNY,
"Jul 10, 2014",现金,default,meal,4.00,0,CNY,4.00,CNY,
"Jul 10, 2014",现金,default,meal,12.00,0,CNY,12.00,CNY,
"Jul 10, 2014",现金,Unsorted,snack,25.00,0,CNY,25.00,CNY,
"Jul 10, 2014",现金,Unsorted,dress-perfume,580.00,0,CNY,580.00,CNY,
"Jul 10, 2014",现金,Unsorted,dress,70.00,0,CNY,70.00,CNY,
"Jul 10, 2014",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Jul 10, 2014",现金,Unsorted,house-commodity,569.00,0,CNY,569.00,CNY,
"Jul 11, 2014",现金,Unsorted,vehicle-road,8.00,0,CNY,8.00,CNY,
"Jul 11, 2014",现金,Unsorted,snack,21.00,0,CNY,21.00,CNY,
"Jul 11, 2014",现金,Unsorted,people,50.00,0,CNY,50.00,CNY,
"Jul 11, 2014",现金,default,meal,17.00,0,CNY,17.00,CNY,
"Jul 11, 2014",现金,default,meal,27.00,0,CNY,27.00,CNY,
"Jul 11, 2014",现金,Unsorted,art-music,17.00,0,CNY,17.00,CNY,
"Jul 11, 2014",现金,Unsorted,comm.-telephone,200.00,0,CNY,200.00,CNY,
"Jul 11, 2014",现金,Unsorted,vehicle-oil,300.00,0,CNY,300.00,CNY,
"Jul 11, 2014",现金,Unsorted,snack,4.00,0,CNY,4.00,CNY,
"Jul 11, 2014",现金,Unsorted,dress-perfume,121.00,0,CNY,121.00,CNY,
"Jul 12, 2014",现金,Unsorted,vehicle-road,12.00,0,CNY,12.00,CNY,
"Jul 12, 2014",现金,default,meal,11.00,0,CNY,11.00,CNY,
"Jul 12, 2014",现金,default,meal,33.00,0,CNY,33.00,CNY,
"Jul 12, 2014",现金,Unsorted,snack-alcohol,200.00,0,CNY,200.00,CNY,
"Jul 12, 2014",现金,Unsorted,snack,17.00,0,CNY,17.00,CNY,
"Jul 12, 2014",现金,Unsorted,traffic-commute,60.00,0,CNY,60.00,CNY,
"Jul 13, 2014",现金,Unsorted,house-commodity,37.00,0,CNY,37.00,CNY,
"Jul 14, 2014",现金,Unsorted,snack,16.00,0,CNY,16.00,CNY,
"Jul 14, 2014",现金,Unsorted,snack-coffee,22.00,0,CNY,22.00,CNY,
"Jul 14, 2014",现金,Unsorted,snack,10.00,0,CNY,10.00,CNY,
"Jul 14, 2014",现金,default,meal,10.00,0,CNY,10.00,CNY,
"Jul 14, 2014",现金,default,meal,19.00,0,CNY,19.00,CNY,
"Jul 15, 2014",现金,Unsorted,snack,20.00,0,CNY,20.00,CNY,
"Jul 15, 2014",现金,Unsorted,snack,8.00,0,CNY,8.00,CNY,
"Jul 15, 2014",现金,default,meal,17.00,0,CNY,17.00,CNY,
"Jul 15, 2014",现金,default,meal,34.00,0,CNY,34.00,CNY,
"Jul 16, 2014",现金,default,meal,17.00,0,CNY,17.00,CNY,
"Jul 16, 2014",现金,Unsorted,snack,56.00,0,CNY,56.00,CNY,
"Jul 16, 2014",现金,Unsorted,snack-coffee,22.00,0,CNY,22.00,CNY,
"Jul 17, 2014",现金,Unsorted,snack,30.00,0,CNY,30.00,CNY,
"Jul 17, 2014",现金,default,meal,21.00,0,CNY,21.00,CNY,
"Jul 17, 2014",现金,Unsorted,snack,16.00,0,CNY,16.00,CNY,
"Jul 17, 2014",现金,Unsorted,snack-coffee,22.00,0,CNY,22.00,CNY,
"Jul 17, 2014",现金,Unsorted,snack-alcohol,273.00,0,CNY,273.00,CNY,
"Jul 18, 2014",现金,default,meal,12.00,0,CNY,12.00,CNY,
"Jul 19, 2014",现金,Unsorted,snack,150.00,0,CNY,150.00,CNY,
"Jul 19, 2014",现金,default,meal,600.00,0,CNY,600.00,CNY,
"Jul 19, 2014",现金,Unsorted,vehicle-oil,400.00,0,CNY,400.00,CNY,
"Jul 20, 2014",现金,Unsorted,vehicle-road,16.00,0,CNY,16.00,CNY,
"Jul 20, 2014",现金,default,meal,10.00,0,CNY,10.00,CNY,
"Jul 20, 2014",现金,Unsorted,vehicle-operating,25.00,0,CNY,25.00,CNY,
"Jul 20, 2014",现金,Unsorted,snack,20.00,0,CNY,20.00,CNY,
"Jul 21, 2014",现金,default,meal,12.00,0,CNY,12.00,CNY,
"Jul 21, 2014",现金,default,meal,100.00,0,CNY,100.00,CNY,
"Jul 21, 2014",现金,Unsorted,snack,10.00,0,CNY,10.00,CNY,
"Jul 21, 2014",现金,Unsorted,art-music,8.00,0,CNY,8.00,CNY,
"Jul 22, 2014",现金,default,meal,60.00,0,CNY,60.00,CNY,
"Jul 22, 2014",现金,Unsorted,snack,10.00,0,CNY,10.00,CNY,
"Jul 22, 2014",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Jul 23, 2014",现金,Unsorted,house-commodity,103.00,0,CNY,103.00,CNY,
"Jul 23, 2014",现金,Unsorted,art-music,9.00,0,CNY,9.00,CNY,
"Jul 23, 2014",现金,Unsorted,comm.-internet,100.00,0,USD,615.01,CNY,
"Jul 24, 2014",现金,Unsorted,snack-coffee,44.00,0,CNY,44.00,CNY,
"Jul 24, 2014",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Jul 24, 2014",现金,default,meal,15.00,0,CNY,15.00,CNY,
"Jul 25, 2014",现金,default,meal,252.00,0,CNY,252.00,CNY,
"Jul 25, 2014",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Jul 25, 2014",现金,Unsorted,snack-coffee,22.00,0,CNY,22.00,CNY,
"Jul 25, 2014",现金,Unsorted,snack,17.00,0,CNY,17.00,CNY,
"Jul 26, 2014",现金,Unsorted,vehicle-road,20.00,0,CNY,20.00,CNY,
"Jul 26, 2014",现金,Unsorted,dress,259.00,0,CNY,259.00,CNY,
"Jul 26, 2014",现金,Unsorted,dress,366.00,0,CNY,366.00,CNY,
"Jul 27, 2014",现金,Unsorted,vehicle-road,200.00,0,CNY,200.00,CNY,
"Jul 27, 2014",现金,default,meal,119.00,0,CNY,119.00,CNY,
"Jul 27, 2014",现金,Unsorted,snack,20.00,0,CNY,20.00,CNY,
"Jul 27, 2014",现金,Unsorted,vehicle-oil,390.00,0,CNY,390.00,CNY,
"Jul 27, 2014",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Jul 27, 2014",现金,Unsorted,house-operating,200.00,0,CNY,200.00,CNY,电
"Jul 28, 2014",现金,Unsorted,snack,9.00,0,CNY,9.00,CNY,
"Jul 28, 2014",现金,Unsorted,entertain,150.00,0,CNY,150.00,CNY,
"Jul 28, 2014",现金,default,meal,14.00,0,CNY,14.00,CNY,
"Jul 28, 2014",现金,default,meal,13.00,0,CNY,13.00,CNY,
"Jul 29, 2014",现金,Unsorted,snack,9.00,0,CNY,9.00,CNY,
"Jul 29, 2014",现金,default,meal,57.00,0,CNY,57.00,CNY,
"Jul 29, 2014",现金,default,meal,64.00,0,CNY,64.00,CNY,
"Jul 30, 2014",现金,Unsorted,snack-coffee,22.00,0,CNY,22.00,CNY,
"Jul 30, 2014",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Jul 31, 2014",现金,salary,salary,0,"15,000.00",CNY,"15,000.00",CNY,
"Jul 31, 2014",现金,default,meal,14.00,0,CNY,14.00,CNY,
"Jul 31, 2014",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Aug 1, 2014",现金,Unsorted,vehicle-road,200.00,0,CNY,200.00,CNY,
"Aug 1, 2014",现金,Unsorted,house-operating,282.00,0,CNY,282.00,CNY,
"Aug 1, 2014",现金,Unsorted,snack,10.00,0,CNY,10.00,CNY,
"Aug 1, 2014",现金,default,meal,170.00,0,CNY,170.00,CNY,
"Aug 1, 2014",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Aug 1, 2014",现金,Unsorted,house-operating,60.00,0,CNY,60.00,CNY,水费垃圾费
"Aug 2, 2014",现金,Unsorted,CE-Hifi,"6,500.00",0,CNY,"6,500.00",CNY,耳机
"Aug 2, 2014",现金,Unsorted,vehicle-road,20.00,0,CNY,20.00,CNY,
"Aug 2, 2014",现金,default,meal,120.00,0,CNY,120.00,CNY,
"Aug 2, 2014",现金,default,meal,253.00,0,CNY,253.00,CNY,
"Aug 2, 2014",现金,Unsorted,comm.-telephone,200.00,0,CNY,200.00,CNY,
"Aug 2, 2014",现金,Unsorted,CE-Mac,30.00,0,CNY,30.00,CNY,
"Aug 3, 2014",现金,Unsorted,vehicle-road,6.00,0,CNY,6.00,CNY,
"Aug 3, 2014",现金,Unsorted,snack-coffee,22.00,0,CNY,22.00,CNY,
"Aug 3, 2014",现金,default,meal,368.00,0,CNY,368.00,CNY,
"Aug 3, 2014",现金,Unsorted,parent,"2,000.00",0,CNY,"2,000.00",CNY,
"Aug 3, 2014",现金,Unsorted,snack,100.00,0,CNY,100.00,CNY,
"Aug 3, 2014",现金,Unsorted,house-commodity,173.00,0,CNY,173.00,CNY,
"Aug 3, 2014",现金,Unsorted,vehicle-operating,25.00,0,CNY,25.00,CNY,
"Aug 4, 2014",现金,default,meal,32.00,0,CNY,32.00,CNY,
"Aug 4, 2014",现金,Unsorted,art-music,20.00,0,CNY,20.00,CNY,
"Aug 4, 2014",现金,Unsorted,snack,10.00,0,CNY,10.00,CNY,
"Aug 4, 2014",现金,default,meal,14.00,0,CNY,14.00,CNY,
"Aug 4, 2014",现金,Unsorted,snack,25.00,0,CNY,25.00,CNY,
"Aug 5, 2014",现金,Unsorted,snack-coffee,22.00,0,CNY,22.00,CNY,
"Aug 5, 2014",现金,default,meal,168.00,0,CNY,168.00,CNY,
"Aug 5, 2014",现金,default,meal,13.00,0,CNY,13.00,CNY,
"Aug 5, 2014",现金,Unsorted,snack,54.90,0,CNY,54.90,CNY,
"Aug 6, 2014",现金,default,meal,14.00,0,CNY,14.00,CNY,
"Aug 6, 2014",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Aug 6, 2014",现金,Unsorted,snack-coffee,22.00,0,CNY,22.00,CNY,
"Aug 6, 2014",现金,Unsorted,vehicle-oil,300.00,0,CNY,300.00,CNY,
"Aug 6, 2014",现金,Unsorted,snack,24.00,0,CNY,24.00,CNY,
"Aug 7, 2014",现金,default,meal,18.00,0,CNY,18.00,CNY,
"Aug 7, 2014",现金,default,meal,7.00,0,CNY,7.00,CNY,
"Aug 7, 2014",现金,Unsorted,snack,14.00,0,CNY,14.00,CNY,
"Aug 7, 2014",现金,default,meal,16.00,0,CNY,16.00,CNY,
"Aug 8, 2014",现金,Unsorted,snack-coffee,57.00,0,CNY,57.00,CNY,
"Aug 8, 2014",现金,Unsorted,comm.-internet,83.50,0,CNY,83.50,CNY,
"Aug 9, 2014",现金,Unsorted,vehicle-road,15.00,0,CNY,15.00,CNY,
"Aug 9, 2014",现金,Unsorted,snack,12.00,0,CNY,12.00,CNY,
"Aug 9, 2014",现金,Unsorted,art-music,10.00,0,CNY,10.00,CNY,
"Aug 10, 2014",现金,Unsorted,vehicle-road,20.00,0,CNY,20.00,CNY,
"Aug 10, 2014",现金,Unsorted,house-commodity,30.00,0,CNY,30.00,CNY,
"Aug 10, 2014",现金,default,meal,190.00,0,CNY,190.00,CNY,
"Aug 10, 2014",现金,Unsorted,house-commodity,94.00,0,CNY,94.00,CNY,
"Aug 11, 2014",现金,default,meal,11.00,0,CNY,11.00,CNY,
"Aug 11, 2014",现金,default,meal,9.00,0,CNY,9.00,CNY,
"Aug 11, 2014",现金,default,meal,40.00,0,CNY,40.00,CNY,
"Aug 11, 2014",现金,Unsorted,snack-coffee,57.00,0,CNY,57.00,CNY,
"Aug 11, 2014",现金,Unsorted,"traffic-flight, 141001_PG",600.00,0,CNY,600.00,CNY,"桂邱温 去程
已退票"
"Aug 11, 2014",现金,Unsorted,"141001_PG, traffic-flight",210.00,0,CNY,210.00,CNY,"温 邱 回程
已退票 手续费420"
"Aug 11, 2014",现金,Unsorted,"traffic-flight, 141001_PG",105.00,0,CNY,105.00,CNY,桂 回程 已退票手续费210
"Aug 12, 2014",现金,Unsorted,house-commodity,25.00,0,CNY,25.00,CNY,
"Aug 12, 2014",现金,default,meal,22.00,0,CNY,22.00,CNY,
"Aug 12, 2014",现金,default,meal,24.00,0,CNY,24.00,CNY,
"Aug 12, 2014",现金,Unsorted,snack,16.80,0,CNY,16.80,CNY,
"Aug 12, 2014",现金,Unsorted,snack,3.00,0,CNY,3.00,CNY,
"Aug 12, 2014",现金,default,meal,18.00,0,CNY,18.00,CNY,
"Aug 13, 2014",现金,Unsorted,snack-coffee,22.00,0,CNY,22.00,CNY,
"Aug 13, 2014",现金,Unsorted,comm.-postal,22.00,0,CNY,22.00,CNY,专利奖金表格邮寄
"Aug 13, 2014",现金,Unsorted,snack,16.00,0,CNY,16.00,CNY,
"Aug 13, 2014",现金,default,meal,15.00,0,CNY,15.00,CNY,
"Aug 13, 2014",现金,default,meal,19.00,0,CNY,19.00,CNY,
"Aug 14, 2014",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Aug 14, 2014",现金,default,meal,14.00,0,CNY,14.00,CNY,
"Aug 14, 2014",现金,default,meal,7.00,0,CNY,7.00,CNY,
"Aug 14, 2014",现金,Unsorted,snack-coffee,22.00,0,CNY,22.00,CNY,
"Aug 14, 2014",现金,Unsorted,snack,9.00,0,CNY,9.00,CNY,
"Aug 15, 2014",现金,Unsorted,snack-coffee,22.00,0,CNY,22.00,CNY,
"Aug 15, 2014",现金,Unsorted,vehicle-operating,20.00,0,CNY,20.00,CNY,
"Aug 15, 2014",现金,Unsorted,snack,8.00,0,CNY,8.00,CNY,
"Aug 15, 2014",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Aug 15, 2014",现金,default,meal,8.00,0,CNY,8.00,CNY,
"Aug 16, 2014",现金,Unsorted,traffic-commute,23.00,0,CNY,23.00,CNY,
"Aug 16, 2014",现金,Unsorted,snack,20.00,0,CNY,20.00,CNY,
"Aug 16, 2014",现金,Unsorted,traffic-train,15.00,0,CNY,15.00,CNY,
"Aug 17, 2014",现金,Unsorted,vehicle-oil,300.00,0,CNY,300.00,CNY,
"Aug 17, 2014",现金,default,meal,100.00,0,CNY,100.00,CNY,
"Aug 18, 2014",现金,Unsorted,snack,15.00,0,CNY,15.00,CNY,
"Aug 18, 2014",现金,default,meal,17.00,0,CNY,17.00,CNY,
"Aug 18, 2014",现金,default,meal,9.00,0,CNY,9.00,CNY,
"Aug 18, 2014",现金,Unsorted,snack-coffee,22.00,0,CNY,22.00,CNY,
"Aug 18, 2014",现金,default,meal,10.00,0,CNY,10.00,CNY,
"Aug 19, 2014",现金,Unsorted,vehicle-road,10.00,0,CNY,10.00,CNY,
"Aug 19, 2014",现金,default,meal,14.00,0,CNY,14.00,CNY,
"Aug 19, 2014",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Aug 19, 2014",现金,Unsorted,snack,6.00,0,CNY,6.00,CNY,
"Aug 19, 2014",现金,Unsorted,snack,70.00,0,CNY,70.00,CNY,
"Aug 19, 2014",现金,default,meal,11.00,0,CNY,11.00,CNY,
"Aug 19, 2014",现金,Unsorted,snack,30.00,0,CNY,30.00,CNY,
"Aug 20, 2014",现金,Unsorted,snack,25.00,0,CNY,25.00,CNY,
"Aug 20, 2014",现金,default,meal,16.00,0,CNY,16.00,CNY,
"Aug 20, 2014",现金,default,meal,18.00,0,CNY,18.00,CNY,
"Aug 21, 2014",现金,Unsorted,snack,5.00,0,CNY,5.00,CNY,
"Aug 21, 2014",现金,default,meal,31.00,0,CNY,31.00,CNY,
"Aug 21, 2014",现金,Unsorted,snack,5.00,0,CNY,5.00,CNY,
"Aug 21, 2014",现金,Unsorted,snack,5.30,0,CNY,5.30,CNY,
"Aug 21, 2014",现金,default,meal,23.00,0,CNY,23.00,CNY,
"Aug 22, 2014",现金,default,meal,19.00,0,CNY,19.00,CNY,
"Aug 22, 2014",现金,Unsorted,snack,8.00,0,CNY,8.00,CNY,
"Aug 22, 2014",现金,default,meal,70.00,0,CNY,70.00,CNY,
"Aug 22, 2014",现金,default,meal,14.00,0,CNY,14.00,CNY,
"Aug 23, 2014",现金,Unsorted,snack-alcohol,516.00,0,CNY,516.00,CNY,
"Aug 23, 2014",现金,Unsorted,snack,30.00,0,CNY,30.00,CNY,
"Aug 23, 2014",现金,default,meal,60.00,0,CNY,60.00,CNY,
"Aug 23, 2014",现金,Unsorted,snack,15.00,0,CNY,15.00,CNY,
"Aug 23, 2014",现金,Unsorted,snack,7.00,0,CNY,7.00,CNY,
"Aug 23, 2014",现金,Unsorted,snack,42.30,0,CNY,42.30,CNY,
"Aug 24, 2014",现金,Unsorted,snack,36.00,0,CNY,36.00,CNY,
"Aug 24, 2014",现金,Unsorted,snack,56.00,0,CNY,56.00,CNY,
"Aug 24, 2014",现金,default,meal,20.00,0,CNY,20.00,CNY,
"Aug 25, 2014",现金,Unsorted,snack,30.00,0,CNY,30.00,CNY,
"Aug 25, 2014",现金,Unsorted,snack,8.00,0,CNY,8.00,CNY,
"Aug 25, 2014",现金,default,meal,145.00,0,CNY,145.00,CNY,
"Aug 25, 2014",现金,Unsorted,sport,100.00,0,CNY,100.00,CNY,
"Aug 25, 2014",现金,Unsorted,dress-glass,308.00,0,CNY,308.00,CNY,
"Aug 25, 2014",现金,default,meal,16.00,0,CNY,16.00,CNY,
"Aug 25, 2014",现金,Unsorted,art-book,835.00,0,CNY,835.00,CNY,kindle
"Aug 25, 2014",现金,Unsorted,vehicle-oil,375.00,0,CNY,375.00,CNY,
"Aug 25, 2014",现金,default,meal,48.00,0,CNY,48.00,CNY,
"Aug 25, 2014",现金,Unsorted,vehicle-road,5.00,0,CNY,5.00,CNY,
"Aug 25, 2014",现金,Unsorted,medic,109.00,0,CNY,109.00,CNY,体检
"Aug 26, 2014",现金,Unsorted,"141001_PG, traffic-flight",7.50,0,USD,46.13,CNY,"郭 机票
越途 已退票成功"
"Aug 26, 2014",现金,default,meal,10.00,0,CNY,10.00,CNY,
"Aug 26, 2014",现金,default,meal,31.00,0,CNY,31.00,CNY,
"Aug 26, 2014",现金,Unsorted,snack,30.00,0,CNY,30.00,CNY,
"Aug 26, 2014",现金,default,meal,10.00,0,CNY,10.00,CNY,
"Aug 27, 2014",现金,Unsorted,"141001_PG, traffic-flight",76.50,0,CNY,76.50,CNY,"桂鹏 差额
小郭机票 南航多退的手续费"
"Aug 27, 2014",现金,Unsorted,traffic-commute,40.00,0,CNY,40.00,CNY,
"Aug 27, 2014",现金,Unsorted,vehicle-operating,38.00,0,CNY,38.00,CNY,
"Aug 27, 2014",现金,Unsorted,snack,30.00,0,CNY,30.00,CNY,
"Aug 27, 2014",现金,Unsorted,snack,30.00,0,CNY,30.00,CNY,
"Aug 27, 2014",现金,Unsorted,government,20.00,0,CNY,20.00,CNY,银行手续费
"Aug 27, 2014",现金,Unsorted,medic,60.00,0,CNY,60.00,CNY,
"Aug 28, 2014",现金,RSU,RSU,0,"40,010.00",CNY,"40,010.00",CNY,
"Aug 28, 2014",现金,salary,salary,0,"18,608.00",CNY,"18,608.00",CNY,
"Aug 28, 2014",现金,default,meal,14.00,0,CNY,14.00,CNY,
"Aug 28, 2014",现金,default,meal,16.00,0,CNY,16.00,CNY,
"Aug 28, 2014",现金,Unsorted,snack,15.00,0,CNY,15.00,CNY,
"Aug 29, 2014",现金,Unsorted,snack,60.00,0,CNY,60.00,CNY,
"Aug 29, 2014",现金,Unsorted,people,50.00,0,CNY,50.00,CNY,
"Aug 29, 2014",现金,default,meal,18.00,0,CNY,18.00,CNY,
"Aug 30, 2014",现金,default,meal,30.00,0,CNY,30.00,CNY,
"Aug 30, 2014",现金,Unsorted,snack,113.00,0,CNY,113.00,CNY,
"Aug 30, 2014",现金,Unsorted,vehicle-road,5.00,0,CNY,5.00,CNY,
"Aug 30, 2014",现金,Unsorted,snack,30.00,0,CNY,30.00,CNY,
"Aug 30, 2014",现金,Unsorted,art-book,450.00,0,CNY,450.00,CNY,西西弗
"Aug 30, 2014",现金,default,meal,35.00,0,CNY,35.00,CNY,
"Aug 30, 2014",现金,Unsorted,snack-coffee,26.00,0,CNY,26.00,CNY,
"Aug 30, 2014",现金,default,meal,5.00,0,CNY,5.00,CNY,
"Aug 30, 2014",现金,default,meal,180.00,0,CNY,180.00,CNY,
"Aug 30, 2014",现金,Unsorted,snack,60.00,0,CNY,60.00,CNY,
